billing_month,season,avg_temperature_c,household_size,working_days,ownership_status,water_liter,electricity_kwh,gas_m3,energy_efficiency_rating,water_rate,electricity_rate,gas_rate
1,Winter,11.5,1,22.0,Owned,3373.3,142.6,37.31,B,0.002,0.17,0.1
12,Winter,9.1,2,22.0,Owned,6487.7,482.78,74.53,E,0.0011,0.19,0.07
12,Winter,11.1,4,20.0,Rented,13436.5,883.19,37.76,C,0.0011,0.19,0.06
12,Winter,11.2,5,26.0,Rented,15025.6,783.26,189.96,B,0.0012,0.15,0.09
1,Winter,6.9,1,19.0,Rented,3117.8,115.43,45.29,B,0.0012,0.15,0.07
2,Winter,8.7,6,21.0,Rented,14749.5,608.6,87.02,B,0.0019,0.18,0.1
1,Winter,7.5,5,25.0,Owned,15980.9,890.22,194.32,B,0.0016,0.15,0.07
7,Summer,27.3,2,22.0,Owned,6120.9,299.83,39.16,C,0.0017,0.19,0.08
12,Winter,7.2,5,24.0,Rented,16244.6,904.81,202.82,D,0.0018,0.15,0.09
1,Winter,6.4,3,28.0,Rented,10624.9,502.27,123.86,B,0.002,0.2,0.07
6,Summer,28.5,2,25.0,Rented,6798.5,336.48,49.39,A,0.0013,0.16,0.08
12,Winter,8.8,1,20.0,Owned,4016.1,229.66,41.65,D,0.0013,0.16,0.08
2,Winter,10.6,2,28.0,Rented,5607.6,244.2,76.04,C,0.0012,0.16,0.07
1,Winter,6.5,2,24.0,Rented,6975.9,211.71,84.19,B,0.0014,0.16,0.09
7,Summer,31.0,2,28.0,Rented,6354.4,513.61,46.75,E,0.0012,0.19,0.06
1,Winter,7.3,3,17.0,Owned,9026.2,449.19,132.3,A,0.002,0.17,0.07
6,Summer,28.5,2,24.0,Rented,6738.3,295.43,42.66,A,0.0017,0.2,0.06
2,Winter,11.0,1,25.0,Rented,3173.5,146.4,38.41,C,0.0017,0.16,0.1
12,Winter,6.9,2,18.0,Rented,5921.9,206.99,82.93,A,0.0015,0.14,0.07
7,Summer,32.5,6,28.0,Owned,20735.7,1180.76,112.87,B,0.0014,0.13,0.07
8,Summer,32.1,2,18.0,Owned,5881.4,507.88,44.05,E,0.001,0.13,0.09
1,Winter,6.7,6,25.0,Rented,16991.2,1004.28,202.81,B,0.0018,0.17,0.1
7,Summer,29.4,5,26.0,Rented,14811.8,467.48,95.36,B,0.0019,0.18,0.09
12,Winter,10.3,1,25.0,Owned,3413.0,105.79,40.03,A,0.001,0.16,0.09
1,Winter,6.0,5,21.0,Rented,15102.2,893.71,176.85,B,0.0014,0.12,0.08
8,Summer,27.8,3,23.0,Rented,9210.8,432.14,62.92,B,0.0014,0.12,0.1
8,Summer,30.2,5,22.0,Rented,15392.4,466.07,110.23,B,0.0016,0.13,0.08
2,Winter,12.5,1,25.0,Rented,2782.3,225.84,36.09,D,0.0014,0.15,0.05
1,Winter,10.5,5,19.0,Owned,15405.4,556.78,209.69,A,0.0019,0.2,0.07
12,Winter,11.0,5,23.0,Rented,14731.9,404.04,234.08,B,0.0019,0.18,0.08
1,Winter,7.6,4,25.0,Rented,9959.4,928.69,36.52,B,0.002,0.16,0.09
1,Winter,8.0,1,21.0,Rented,3018.7,134.3,53.96,C,0.002,0.15,0.05
6,Summer,23.6,6,23.0,Owned,22702.7,1316.1,126.74,D,0.0019,0.13,0.08
2,Winter,11.4,3,22.0,Rented,9035.5,451.27,113.14,E,0.0014,0.17,0.07
7,Summer,28.9,3,23.0,Rented,8431.6,668.41,55.44,B,0.0018,0.16,0.09
8,Summer,29.1,1,22.0,Rented,3241.7,217.33,17.45,A,0.0015,0.16,0.08
7,Summer,26.4,1,22.0,Rented,3153.6,153.32,21.43,C,0.0013,0.14,0.08
1,Winter,8.4,3,28.0,Owned,10087.4,487.28,118.7,B,0.0019,0.17,0.08
1,Winter,9.9,3,22.0,Rented,7761.0,478.32,104.47,B,0.001,0.18,0.07
8,Summer,29.4,1,26.0,Rented,3337.7,176.03,20.69,C,0.0017,0.19,0.08
8,Summer,29.1,2,19.0,Owned,6244.9,504.93,42.64,E,0.0019,0.12,0.1
2,Winter,14.3,5,26.0,Owned,13815.8,690.82,207.07,B,0.0014,0.2,0.05
2,Winter,13.9,1,18.0,Owned,3672.8,192.65,38.25,C,0.0017,0.13,0.1
6,Summer,27.2,4,23.0,Rented,10417.3,796.09,85.26,C,0.0014,0.16,0.08
8,Summer,27.2,5,28.0,Owned,16155.3,1411.57,86.71,C,0.002,0.13,0.09
6,Summer,30.1,2,23.0,Rented,6679.5,411.15,46.97,C,0.002,0.13,0.06
12,Winter,14.8,3,21.0,Rented,8262.0,360.61,109.13,B,0.0017,0.12,0.05
6,Summer,28.0,4,25.0,Rented,9005.3,791.41,87.16,B,0.0012,0.13,0.07
6,Summer,26.1,1,23.0,Owned,3224.0,193.68,19.84,C,0.002,0.17,0.06
7,Summer,28.2,6,24.0,Rented,16972.3,935.43,108.19,B,0.0018,0.13,0.08
8,Summer,26.1,2,28.0,Rented,6226.0,284.17,44.16,B,0.0018,0.19,0.06
12,Winter,11.7,2,20.0,Owned,6605.1,272.74,69.8,A,0.001,0.15,0.07
8,Summer,29.1,1,25.0,Rented,3049.4,180.51,17.13,B,0.0017,0.14,0.07
7,Summer,25.6,3,21.0,Rented,9580.6,457.31,55.4,D,0.001,0.18,0.09
6,Summer,26.2,5,17.0,Rented,12152.8,1089.51,108.48,B,0.0014,0.14,0.09
12,Winter,10.4,6,26.0,Rented,18608.0,526.57,214.87,B,0.0018,0.17,0.06
6,Summer,28.1,5,23.0,Rented,13984.8,982.68,111.41,B,0.0016,0.15,0.09
7,Summer,32.4,5,21.0,Rented,13989.2,326.29,89.93,B,0.0011,0.2,0.09
12,Winter,12.1,5,23.0,Rented,15482.4,777.85,199.94,B,0.0018,0.16,0.09
2,Winter,8.1,3,21.0,Rented,9528.0,362.93,108.08,B,0.0011,0.13,0.09
12,Winter,8.4,5,25.0,Owned,19733.2,1004.9,189.49,E,0.0011,0.17,0.09
8,Summer,26.4,2,25.0,Owned,5919.5,240.53,41.08,B,0.0015,0.14,0.08
1,Winter,11.0,6,24.0,Owned,23001.5,401.27,221.58,B,0.0011,0.16,0.08
1,Winter,8.9,3,22.0,Rented,10631.5,267.97,122.87,B,0.0018,0.15,0.06
12,Winter,7.9,2,27.0,Rented,5771.6,252.99,70.01,A,0.0017,0.18,0.08
2,Winter,12.7,6,20.0,Rented,20515.5,657.07,226.35,B,0.0017,0.13,0.05
2,Winter,11.8,4,25.0,Rented,11125.0,803.41,165.24,C,0.0018,0.13,0.07
12,Winter,10.9,3,22.0,Rented,10262.2,431.69,105.52,B,0.0019,0.12,0.1
1,Winter,14.0,5,22.0,Rented,16976.2,754.81,223.83,D,0.0012,0.2,0.06
12,Winter,10.8,1,21.0,Rented,2575.9,180.62,38.31,B,0.0019,0.15,0.07
2,Winter,14.5,2,20.0,Rented,6099.6,210.48,68.08,A,0.0014,0.19,0.06
12,Winter,9.7,2,20.0,Owned,6787.1,295.9,62.42,C,0.0014,0.19,0.06
1,Winter,11.2,6,22.0,Owned,19833.1,1260.77,229.11,D,0.0017,0.16,0.08
7,Summer,25.3,3,25.0,Rented,8342.1,376.41,73.38,A,0.002,0.15,0.06
1,Winter,9.2,6,24.0,Owned,18047.0,1286.47,231.73,E,0.0016,0.2,0.07
12,Winter,11.5,1,26.0,Owned,3165.0,193.7,34.23,B,0.0011,0.19,0.08
6,Summer,22.9,2,26.0,Owned,7841.1,401.2,44.27,C,0.0013,0.17,0.06
12,Winter,11.2,4,24.0,Rented,11825.0,566.29,158.64,A,0.0019,0.15,0.05
7,Summer,29.2,3,26.0,Rented,7043.6,479.02,64.54,D,0.0015,0.15,0.09
8,Summer,30.6,6,28.0,Rented,20507.1,607.1,134.36,A,0.001,0.19,0.1
1,Winter,10.8,4,23.0,Rented,13207.7,232.2,190.79,B,0.0019,0.15,0.08
2,Winter,13.7,6,23.0,Rented,19984.3,1440.44,219.97,D,0.0018,0.14,0.1
2,Winter,11.1,6,27.0,Owned,19662.9,1045.28,258.31,B,0.0013,0.16,0.05
12,Winter,8.4,2,22.0,Rented,5512.9,552.1,77.59,E,0.002,0.14,0.09
1,Winter,6.5,4,24.0,Rented,11652.5,544.96,167.86,B,0.0014,0.16,0.09
2,Winter,8.1,3,16.0,Owned,10868.2,471.77,99.96,C,0.0014,0.17,0.1
8,Summer,27.2,2,21.0,Owned,6775.8,443.6,33.14,B,0.0017,0.17,0.06
12,Winter,8.8,5,17.0,Rented,13780.2,524.39,141.56,B,0.0012,0.17,0.05
1,Winter,8.4,6,24.0,Owned,17089.1,1003.24,230.38,D,0.0019,0.15,0.05
7,Summer,31.9,3,28.0,Rented,8774.1,397.07,62.13,A,0.0019,0.16,0.09
7,Summer,26.2,1,27.0,Rented,3140.0,148.71,20.6,B,0.0015,0.14,0.09
12,Winter,14.1,1,25.0,Rented,2862.7,160.94,41.19,B,0.0011,0.14,0.1
2,Winter,7.6,1,26.0,Rented,2174.6,90.85,41.74,A,0.002,0.2,0.05
1,Winter,8.9,1,21.0,Owned,3702.6,149.48,44.75,C,0.001,0.19,0.05
1,Winter,10.1,4,17.0,Owned,11726.9,661.22,175.67,A,0.0012,0.15,0.05
2,Winter,11.2,6,23.0,Rented,17396.3,570.03,267.21,D,0.0014,0.13,0.08
2,Winter,13.4,3,28.0,Rented,11075.6,480.84,117.63,A,0.0017,0.13,0.08
2,Winter,13.1,6,27.0,Rented,15047.3,1059.24,239.72,C,0.0016,0.17,0.1
2,Winter,11.5,2,22.0,Rented,6324.9,453.84,93.41,D,0.0014,0.17,0.06
2,Winter,12.3,6,25.0,Rented,15922.1,950.6,238.48,B,0.0011,0.2,0.08
1,Winter,12.0,3,22.0,Rented,10019.1,338.81,107.5,B,0.0012,0.16,0.07
8,Summer,29.8,4,23.0,Rented,11102.7,581.29,75.34,B,0.0011,0.2,0.09
1,Winter,11.6,6,20.0,Owned,18353.2,551.08,197.52,B,0.0011,0.15,0.1
12,Winter,10.6,2,21.0,Rented,6204.2,399.32,83.44,D,0.0015,0.13,0.05
6,Summer,29.0,3,20.0,Rented,9495.9,626.11,56.5,C,0.0012,0.18,0.05
6,Summer,29.2,1,22.0,Rented,3068.5,234.43,21.01,C,0.002,0.15,0.09
6,Summer,27.5,2,23.0,Owned,7061.6,414.76,42.73,D,0.0011,0.17,0.08
6,Summer,27.6,4,24.0,Rented,11222.6,423.93,95.67,B,0.0018,0.14,0.09
8,Summer,26.5,6,20.0,Rented,17836.6,1247.83,125.77,C,0.0018,0.16,0.05
6,Summer,28.3,2,25.0,Rented,6584.4,444.21,40.32,B,0.002,0.18,0.06
1,Winter,6.6,3,20.0,Rented,8427.3,504.04,92.7,B,0.0013,0.15,0.09
2,Winter,9.0,5,26.0,Rented,17100.7,777.91,201.06,C,0.0011,0.12,0.07
2,Winter,13.0,5,24.0,Owned,16132.2,817.0,188.27,C,0.0017,0.16,0.07
12,Winter,7.2,2,28.0,Rented,5531.6,408.71,72.99,E,0.0016,0.18,0.06
7,Summer,33.1,3,19.0,Owned,10562.4,678.91,59.64,B,0.0016,0.19,0.06
12,Winter,13.3,3,26.0,Owned,10665.1,397.99,121.13,A,0.0019,0.15,0.09
1,Winter,9.7,6,22.0,Rented,18791.8,795.42,260.39,C,0.0016,0.14,0.08
1,Winter,7.9,6,24.0,Rented,20442.3,695.65,231.47,D,0.0019,0.2,0.1
8,Summer,29.0,3,23.0,Owned,8689.2,997.02,76.68,D,0.0013,0.15,0.07
12,Winter,8.1,1,27.0,Rented,3075.1,126.01,36.5,A,0.0011,0.18,0.07
12,Winter,9.5,6,26.0,Owned,17452.7,776.04,227.99,A,0.0012,0.18,0.08
8,Summer,25.1,4,20.0,Rented,13766.2,465.46,68.93,C,0.002,0.15,0.06
12,Winter,7.8,3,25.0,Rented,9326.0,526.02,136.03,C,0.0013,0.19,0.08
12,Winter,12.1,2,25.0,Rented,5508.9,304.64,68.48,A,0.0019,0.15,0.07
2,Winter,11.4,6,23.0,Rented,21958.6,751.39,254.14,C,0.0018,0.19,0.08
6,Summer,28.9,1,25.0,Rented,2951.5,91.59,18.78,B,0.0018,0.13,0.07
8,Summer,28.9,5,28.0,Rented,14230.0,1186.92,99.7,B,0.001,0.17,0.07
2,Winter,9.4,5,24.0,Rented,15224.6,831.69,208.07,B,0.0016,0.13,0.09
12,Winter,8.2,3,27.0,Rented,8518.9,359.3,122.34,A,0.0018,0.15,0.1
1,Winter,8.0,4,23.0,Rented,11887.1,681.54,195.1,B,0.002,0.16,0.07
12,Winter,8.4,3,22.0,Rented,9823.3,172.85,120.51,D,0.0013,0.13,0.1
2,Winter,12.2,2,25.0,Rented,4762.1,377.79,60.57,D,0.0019,0.18,0.06
12,Winter,7.2,6,20.0,Rented,19675.8,921.87,230.02,C,0.0019,0.2,0.06
6,Summer,28.6,6,24.0,Rented,18073.8,419.42,109.23,D,0.002,0.17,0.06
12,Winter,9.8,6,26.0,Rented,22936.4,1106.91,238.18,E,0.0014,0.17,0.06
6,Summer,27.4,4,17.0,Rented,14162.1,585.2,78.22,D,0.0018,0.14,0.1
6,Summer,25.2,4,21.0,Rented,10407.0,742.56,78.38,B,0.0011,0.13,0.06
7,Summer,26.6,6,26.0,Owned,20784.8,1161.04,125.57,D,0.0019,0.14,0.06
8,Summer,24.3,4,25.0,Owned,11128.9,431.07,77.64,B,0.0011,0.14,0.08
6,Summer,26.7,6,18.0,Rented,18013.1,1237.21,144.03,C,0.001,0.15,0.08
8,Summer,28.6,1,28.0,Rented,3107.9,143.97,22.28,D,0.0014,0.14,0.06
12,Winter,9.2,5,23.0,Owned,16861.8,1180.26,190.43,D,0.0014,0.13,0.07
8,Summer,26.7,5,26.0,Owned,16016.6,951.26,103.02,B,0.0019,0.16,0.09
2,Winter,7.3,2,21.0,Rented,4969.5,472.96,90.99,B,0.0017,0.14,0.05
6,Summer,26.0,6,23.0,Rented,19181.8,873.77,144.77,B,0.0015,0.17,0.09
6,Summer,28.7,1,27.0,Rented,3227.7,165.17,21.76,B,0.0015,0.19,0.09
8,Summer,29.1,2,28.0,Owned,7171.7,198.98,39.63,B,0.001,0.12,0.09
1,Winter,4.7,1,23.0,Rented,2495.1,168.31,41.9,C,0.0019,0.13,0.09
6,Summer,24.6,6,19.0,Rented,15394.4,616.44,146.25,B,0.0011,0.15,0.07
6,Summer,25.0,5,28.0,Rented,16194.1,948.8,110.06,D,0.0016,0.15,0.08
8,Summer,24.4,4,20.0,Rented,12861.7,726.73,73.25,C,0.0013,0.13,0.09
8,Summer,31.3,6,22.0,Owned,21954.4,757.82,129.65,B,0.001,0.17,0.06
6,Summer,24.7,4,22.0,Rented,11225.5,1001.69,71.83,D,0.002,0.14,0.1
1,Winter,10.9,1,28.0,Rented,3239.6,159.98,40.34,B,0.0012,0.12,0.09
2,Winter,10.1,6,24.0,Owned,18085.1,905.09,269.42,B,0.0013,0.17,0.07
6,Summer,26.6,4,22.0,Rented,13897.8,1004.99,74.85,D,0.0017,0.14,0.08
7,Summer,26.9,4,28.0,Rented,9935.1,1011.85,67.58,E,0.001,0.18,0.08
12,Winter,9.4,4,21.0,Owned,12880.5,770.15,150.01,C,0.0017,0.18,0.08
8,Summer,31.1,1,21.0,Rented,2663.0,173.42,22.74,A,0.0011,0.18,0.05
8,Summer,26.5,3,27.0,Owned,11089.0,177.34,56.5,B,0.0018,0.18,0.08
6,Summer,23.2,6,28.0,Owned,18636.6,1179.91,123.89,D,0.0014,0.18,0.06
12,Winter,12.0,1,24.0,Rented,3076.9,183.04,40.82,B,0.0017,0.2,0.08
12,Winter,11.0,6,23.0,Rented,18571.6,1132.63,199.42,C,0.0019,0.17,0.09
2,Winter,14.2,1,25.0,Rented,2763.0,116.06,44.02,C,0.001,0.16,0.07
2,Winter,10.7,1,20.0,Rented,3688.4,82.68,35.55,A,0.0011,0.15,0.06
12,Winter,11.4,4,18.0,Rented,12367.5,585.82,163.86,C,0.0018,0.15,0.06
7,Summer,29.6,3,26.0,Rented,10434.1,546.36,51.25,B,0.0018,0.13,0.1
2,Winter,11.1,1,25.0,Owned,2622.5,110.17,35.91,D,0.0011,0.18,0.08
1,Winter,5.4,5,22.0,Rented,15432.3,548.03,205.48,B,0.0015,0.14,0.05
8,Summer,31.1,3,27.0,Owned,11334.3,489.37,64.81,E,0.0012,0.16,0.08
1,Winter,9.3,5,28.0,Rented,14901.9,492.27,193.23,A,0.0014,0.18,0.08
8,Summer,24.9,3,21.0,Rented,8640.1,350.56,66.51,A,0.0013,0.17,0.09
8,Summer,28.1,1,22.0,Rented,2850.5,105.59,19.33,B,0.0017,0.17,0.06
6,Summer,29.0,5,27.0,Rented,16749.5,1029.51,94.31,C,0.0014,0.13,0.07
1,Winter,11.4,3,23.0,Owned,9430.0,355.87,121.71,A,0.0014,0.17,0.07
7,Summer,31.8,1,24.0,Rented,2601.8,155.43,20.99,B,0.0019,0.2,0.1
7,Summer,29.9,3,23.0,Rented,9224.6,621.67,51.64,A,0.0013,0.16,0.09
12,Winter,10.3,6,23.0,Rented,20143.5,690.98,228.48,C,0.0013,0.14,0.06
8,Summer,24.6,3,23.0,Owned,10479.0,713.66,55.17,B,0.0011,0.16,0.06
2,Winter,8.9,6,22.0,Owned,18787.6,960.08,260.34,A,0.0015,0.18,0.08
12,Winter,14.5,4,25.0,Owned,13167.1,644.82,38.95,A,0.0019,0.17,0.08
2,Winter,11.2,5,26.0,Owned,14999.9,849.71,219.91,B,0.0011,0.16,0.09
1,Winter,8.8,6,26.0,Owned,19167.4,718.74,228.91,B,0.002,0.19,0.09
1,Winter,6.5,6,22.0,Owned,20576.6,715.01,222.9,A,0.0016,0.16,0.09
7,Summer,30.9,5,21.0,Rented,15069.7,898.82,114.67,E,0.0016,0.15,0.06
12,Winter,11.2,5,24.0,Rented,14557.0,757.64,182.63,D,0.0015,0.17,0.08
8,Summer,26.7,4,28.0,Owned,13653.0,759.48,84.21,C,0.0016,0.12,0.07
1,Winter,8.8,6,26.0,Rented,20511.7,735.93,251.17,B,0.0011,0.18,0.06
8,Summer,33.2,4,22.0,Owned,14966.2,648.39,68.54,A,0.0018,0.13,0.06
12,Winter,9.1,1,23.0,Rented,3090.6,202.73,31.71,D,0.0015,0.13,0.08
12,Winter,9.8,1,24.0,Owned,2911.3,211.77,34.66,D,0.0011,0.18,0.06
1,Winter,9.0,4,26.0,Owned,13365.1,525.25,121.03,A,0.0018,0.13,0.1
1,Winter,6.4,5,25.0,Rented,14883.2,1043.62,241.32,D,0.0015,0.17,0.09
8,Summer,29.6,2,27.0,Owned,6610.5,283.45,39.76,D,0.0019,0.18,0.07
12,Winter,11.2,2,22.0,Rented,6000.7,319.05,89.47,D,0.0011,0.14,0.1
6,Summer,26.5,5,27.0,Rented,14628.8,593.36,94.41,B,0.0015,0.15,0.07
7,Summer,28.4,5,20.0,Rented,15893.3,648.49,108.03,D,0.0015,0.15,0.09
1,Winter,6.3,6,28.0,Rented,18690.1,685.51,214.51,C,0.0016,0.18,0.05
1,Winter,8.7,3,22.0,Rented,10691.6,436.5,135.07,B,0.001,0.2,0.08
1,Winter,12.2,3,27.0,Rented,8456.6,329.23,41.35,B,0.0018,0.16,0.07
2,Winter,10.5,2,22.0,Rented,6767.2,367.05,89.48,D,0.0016,0.19,0.05
1,Winter,11.8,2,25.0,Rented,5630.9,189.56,88.01,B,0.0017,0.13,0.06
12,Winter,10.2,2,17.0,Owned,7703.9,285.93,75.37,C,0.0013,0.15,0.09
1,Winter,4.2,5,22.0,Rented,13901.6,687.62,196.28,A,0.0011,0.13,0.1
6,Summer,23.3,3,21.0,Rented,10981.5,574.88,58.45,B,0.0016,0.18,0.08
2,Winter,10.2,1,27.0,Rented,2590.4,168.58,38.79,E,0.002,0.12,0.08
12,Winter,7.1,6,23.0,Rented,16904.0,618.66,203.04,B,0.001,0.13,0.06
1,Winter,10.2,3,17.0,Rented,9416.5,337.87,96.14,A,0.0016,0.13,0.06
12,Winter,9.2,6,19.0,Rented,17808.5,914.91,271.2,D,0.002,0.14,0.1
2,Winter,11.2,5,28.0,Rented,14705.9,1199.52,219.36,D,0.0013,0.14,0.06
2,Winter,11.0,2,24.0,Rented,5267.2,281.86,95.39,B,0.0017,0.14,0.07
7,Summer,31.2,3,21.0,Rented,9902.1,594.18,50.59,D,0.001,0.17,0.08
6,Summer,26.8,2,22.0,Rented,7161.9,401.09,37.35,B,0.0011,0.15,0.07
1,Winter,6.9,1,20.0,Owned,3880.4,174.97,36.64,B,0.0012,0.18,0.07
12,Winter,8.4,1,24.0,Owned,3694.5,111.93,45.25,B,0.0016,0.16,0.08
6,Summer,29.1,2,17.0,Rented,6372.3,212.3,40.22,B,0.0015,0.2,0.07
1,Winter,8.5,5,28.0,Rented,16192.2,313.71,184.18,A,0.0011,0.17,0.09
8,Summer,28.8,3,27.0,Owned,9518.0,356.31,66.2,B,0.0019,0.12,0.07
1,Winter,9.6,3,22.0,Rented,10191.9,532.9,118.79,E,0.0017,0.15,0.06
8,Summer,27.9,5,23.0,Rented,13946.9,840.02,99.82,B,0.0017,0.17,0.07
8,Summer,29.2,4,24.0,Rented,11587.5,651.64,75.45,B,0.0013,0.14,0.09
1,Winter,12.2,2,28.0,Rented,5778.9,88.66,65.35,B,0.0015,0.15,0.09
8,Summer,29.8,3,28.0,Owned,9583.2,724.14,56.23,B,0.0017,0.14,0.05
8,Summer,32.0,5,20.0,Owned,16671.4,598.22,77.66,A,0.0018,0.19,0.06
7,Summer,27.5,3,28.0,Rented,7839.0,688.28,54.76,D,0.0014,0.15,0.09
8,Summer,29.5,2,24.0,Owned,7335.8,358.75,42.09,A,0.0012,0.19,0.09
12,Winter,9.4,3,19.0,Rented,9351.0,731.1,131.23,B,0.0014,0.17,0.09
8,Summer,29.0,2,28.0,Rented,6437.5,376.92,41.23,C,0.0019,0.16,0.06
2,Winter,11.7,3,21.0,Owned,11013.8,587.56,117.69,A,0.0011,0.15,0.06
7,Summer,29.2,4,18.0,Rented,14100.7,394.37,78.61,A,0.0011,0.17,0.1
7,Summer,32.6,4,26.0,Rented,12661.1,627.11,79.5,B,0.0015,0.17,0.08
8,Summer,26.0,2,24.0,Rented,6249.1,345.9,41.17,A,0.0017,0.15,0.09
6,Summer,24.5,1,26.0,Rented,3197.6,113.22,21.59,B,0.0013,0.15,0.09
8,Summer,27.3,6,24.0,Owned,20553.4,893.67,134.44,D,0.0015,0.12,0.06
1,Winter,11.7,1,28.0,Rented,2457.2,89.24,36.36,C,0.0012,0.13,0.09
12,Winter,11.2,3,26.0,Rented,9370.3,285.42,107.3,A,0.0012,0.15,0.08
1,Winter,9.8,5,28.0,Rented,16259.2,722.02,60.91,C,0.0012,0.18,0.06
7,Summer,32.8,1,27.0,Owned,2879.1,167.62,16.76,B,0.0012,0.19,0.07
1,Winter,8.6,2,26.0,Rented,5277.0,196.85,77.11,B,0.001,0.18,0.07
12,Winter,8.5,3,28.0,Rented,8138.1,695.13,105.62,C,0.0014,0.17,0.07
2,Winter,8.6,6,22.0,Rented,17987.6,925.0,219.87,B,0.0012,0.2,0.1
2,Winter,8.1,3,16.0,Rented,10899.7,366.86,133.44,D,0.002,0.18,0.06
8,Summer,26.9,6,24.0,Rented,19372.5,1422.74,145.54,B,0.0015,0.15,0.06
2,Winter,12.7,5,25.0,Rented,13278.5,727.26,188.45,A,0.002,0.15,0.06
6,Summer,25.8,5,24.0,Rented,16719.3,813.73,95.19,B,0.001,0.17,0.1
12,Winter,10.8,4,27.0,Owned,11181.9,568.85,150.0,D,0.0012,0.19,0.07
6,Summer,24.5,5,24.0,Rented,14592.7,1256.62,106.74,D,0.0013,0.19,0.07
1,Winter,7.7,3,24.0,Rented,10177.0,572.24,120.73,A,0.0013,0.16,0.06
12,Winter,8.1,2,23.0,Rented,6001.0,304.64,82.01,C,0.0019,0.14,0.07
2,Winter,13.1,1,24.0,Owned,3750.3,156.86,32.02,C,0.001,0.13,0.07
6,Summer,26.2,4,24.0,Rented,13048.2,889.03,79.87,C,0.0015,0.17,0.09
8,Summer,27.7,6,25.0,Owned,21841.0,1277.91,135.28,B,0.0013,0.18,0.05
1,Winter,4.9,3,27.0,Rented,9063.1,376.82,117.38,C,0.001,0.16,0.09
12,Winter,8.8,1,27.0,Rented,2460.0,99.92,42.91,B,0.0015,0.19,0.1
1,Winter,6.6,1,17.0,Owned,3369.8,210.84,37.37,C,0.0019,0.15,0.09
7,Summer,29.7,1,20.0,Rented,3108.1,137.22,22.62,A,0.0017,0.13,0.08
7,Summer,28.6,5,24.0,Rented,16049.4,1109.31,99.66,C,0.0012,0.13,0.05
8,Summer,34.2,5,25.0,Owned,15183.0,873.24,100.77,A,0.0018,0.16,0.08
1,Winter,9.4,2,24.0,Owned,5901.7,303.4,87.99,D,0.0019,0.12,0.07
1,Winter,9.0,2,27.0,Rented,5903.1,484.25,83.05,D,0.001,0.13,0.05
2,Winter,11.9,6,24.0,Owned,18877.7,1225.08,267.37,B,0.002,0.13,0.09
2,Winter,14.0,5,25.0,Rented,14925.7,677.68,225.31,D,0.0014,0.13,0.05
12,Winter,11.4,6,24.0,Rented,16380.1,833.66,76.32,C,0.0015,0.17,0.08
12,Winter,10.4,4,27.0,Rented,12512.8,851.9,206.33,D,0.0012,0.18,0.09
12,Winter,10.8,4,21.0,Rented,11765.5,626.78,156.03,E,0.0014,0.18,0.1
7,Summer,28.9,5,24.0,Rented,15123.2,1238.02,113.42,E,0.0016,0.14,0.05
8,Summer,28.1,3,18.0,Rented,9404.8,461.53,61.35,A,0.0012,0.2,0.06
8,Summer,29.4,6,24.0,Rented,17721.5,1303.86,120.65,D,0.0013,0.19,0.1
1,Winter,10.1,6,18.0,Owned,19532.7,286.35,243.07,E,0.0018,0.18,0.08
8,Summer,35.1,3,23.0,Owned,9416.0,600.16,55.18,B,0.0013,0.14,0.09
12,Winter,11.6,3,25.0,Rented,9168.4,585.71,113.78,C,0.0011,0.18,0.07
6,Summer,25.4,1,27.0,Owned,3179.9,198.85,16.71,B,0.0014,0.13,0.06
1,Winter,11.7,3,26.0,Rented,7920.3,603.91,119.24,D,0.0012,0.14,0.08
7,Summer,27.2,3,27.0,Owned,9627.4,756.38,54.2,D,0.0015,0.15,0.06
8,Summer,30.2,2,24.0,Owned,6388.3,310.3,45.94,D,0.0015,0.19,0.08
6,Summer,26.8,5,25.0,Rented,16772.9,643.1,97.58,B,0.0012,0.13,0.09
1,Winter,7.7,2,24.0,Rented,6372.9,404.32,70.64,C,0.0018,0.14,0.06
8,Summer,27.2,2,27.0,Owned,6145.5,168.68,38.64,A,0.0018,0.13,0.08
1,Winter,5.6,5,24.0,Owned,18905.4,980.19,199.63,C,0.0013,0.13,0.1
8,Summer,29.4,4,20.0,Rented,10427.4,1007.06,76.91,C,0.0015,0.15,0.09
1,Winter,8.7,1,25.0,Rented,3203.9,117.0,41.51,B,0.0019,0.15,0.07
8,Summer,26.5,3,23.0,Rented,9033.2,447.42,59.01,B,0.0017,0.18,0.05
6,Summer,24.2,1,18.0,Owned,2895.2,141.62,21.09,C,0.0017,0.2,0.07
12,Winter,8.9,1,28.0,Rented,2599.6,230.3,39.32,D,0.0014,0.19,0.09
8,Summer,24.0,2,23.0,Rented,6285.8,274.48,45.92,C,0.001,0.14,0.05
12,Winter,14.7,3,24.0,Rented,8905.2,392.13,92.72,A,0.0018,0.17,0.08
7,Summer,30.3,4,27.0,Rented,10861.3,499.51,87.79,B,0.0019,0.16,0.06
7,Summer,27.9,3,23.0,Owned,10208.2,453.92,59.21,B,0.002,0.13,0.09
7,Summer,30.2,2,28.0,Owned,7151.3,345.96,37.01,B,0.0015,0.18,0.05
6,Summer,25.9,5,25.0,Rented,15094.2,340.8,110.57,B,0.0017,0.12,0.09
